35113	1	2
34191	1	2
41462	1	2
117274	1	2
117275	1	3
35476	1	1
34165	1	1
41463	1	1
41464	1	1
44920	1	1
34190	1	1
44913	1	3
35115	1	3
33080	1	1
43220	1	1
42518	1	1
42517	1	1
85205	1	1
85206	1	1
34094	1	1
33764	1	1
40927	2	1
40928	2	1
61144	2	1
61145	2	1
83110	2	1
83111	2	1
83103	2	1
33767	2	1
47440	2	1
44933	2	1
77314	2	1
77315	2	1
77311	2	1
34839	2	1
33768	2	1
34845	2	2
77318	2	2
77319	2	2
97006	2	2
97007	2	2
83117	2	2
97003	2	2
103290	2	2
103291	2	2
34421	2	2
33084	2	2
34422	2	2
43214	2	2
33928	2	1
107022	2	1
107023	2	1
42582	2	1
34930	2	1
34931	2	1
33932	2	1
34929	2	1
42599	2	1
43869	2	1
43870	2	1
41225	2	1
93073	2	1
93074	2	1
41236	2	1
41234	2	1
43269	2	1
41242	2	1
83043	2	1
83044	2	1
108039	2	1
94019	2	1
83041	2	1
83038	2	1
47879	3	1
35316	3	2
34542	3	2
33899	3	2
35397	3	1
82335	3	1
35389	3	1
33246	3	1
33903	3	1
44423	3	1
34519	3	1
33877	3	1
33875	3	1
34516	3	1
113293	3	1
113295	3	1
113297	3	1
113296	3	1
113256	3	1
113257	3	1
32949	3	1
48477	3	1
83882	3	1
83884	3	1
83885	3	1
33451	3	1
43229	3	1
43231	3	1
43232	3	1
43233	3	1
49504	3	1
49513	3	1
49518	3	1
49519	3	1
113283	3	1
113287	3	1
113286	3	1
113303	3	1
113305	3	1
113306	3	1
106962	3	1
106958	3	1
106959	3	1
106955	3	1
104660	3	1
97608	3	1
113290	3	1
113158	3	1
113155	3	1
34631	4	1
82074	4	1
82075	4	1
50663	4	1
50487	4	1
50488	4	1
34450	4	1
34452	4	1
34863	4	1
34862	4	1
47399	4	1
48253	4	1
48254	4	1
34875	4	1
34872	4	1
33849	4	1
33294	4	1
34341	4	1
61462	4	1
61463	4	1
61460	4	1
34641	4	1
33879	4	1
33880	4	1
44428	4	1
44429	4	1
33882	4	1
34517	4	1
34522	4	1
62312	4	1
92782	4	1
92783	4	1
62313	4	1
33250	4	1
33251	4	1
44605	4	1
35273	4	1
33900	4	1
33901	4	1
34544	4	1
34543	4	1
43256	4	1
43257	4	1
85425	4	1
85426	4	1
34419	4	1
85188	4	2
85265	4	2
85266	4	2
93761	4	2
93762	4	2
49171	4	2
34378	4	2
33744	4	2
34379	4	2
61164	4	2
61166	4	1
108770	4	1
33086	4	1
33157	4	1
49150	4	1
49151	4	1
42676	4	1
34425	4	1
33087	4	1
33085	4	1
34424	4	1
96995	4	1
96996	4	1
83119	4	1
97000	4	1
97001	4	1
41277	4	1
34844	4	1
33769	4	1
34841	4	1
34840	4	1
33435	4	1
33436	4	1
33115	4	1
33438	4	1
112425	4	2
112424	4	2
61416	4	1
86602	4	1
107761	4	1
33450	4	1
34166	4	2
117264	4	2
117265	4	2
35232	5	1
35234	5	1
35235	5	1
61723	5	1
43455	5	1
34585	5	1
34367	5	2
35194	5	2
43723	5	2
61714	5	2
61715	5	2
43728	5	2
43624	5	2
47913	16	5
43817	16	6
41115	16	6
41108	16	6
41107	16	6
97858	16	6
97857	16	6
42683	16	6
76923	16	7
76924	16	7
117235	16	8
104437	16	6
78781	16	6
49197	16	6
49237	16	7
49238	16	7
50477	16	7
34250	16	8
33633	16	8
34413	16	6
50470	16	6
78782	16	6
78783	16	8
46148	16	8
79989	16	7
35262	16	8
33666	17	1
33101	17	2
33377	17	3
42853	17	3
49191	17	3
93057	17	3
42770	17	3
33669	17	2
35075	17	2
98483	17	2
117329	17	2
117330	17	2
89959	17	2
89960	17	2
33383	17	2
78459	17	2
41314	17	1
78041	17	1
80251	17	1
43906	17	1
47089	17	1
89965	17	1
49137	17	1
35424	17	1
35519	17	1
35423	17	1
35422	17	1
46683	17	1
46684	17	1
46689	17	1
46685	17	1
46686	17	1
34121	17	1
34128	17	1
42299	17	1
89971	17	1
89972	17	1
42296	17	1
85981	17	1
47084	17	1
47085	17	1
49030	17	1
49029	17	1
49206	17	1
49207	17	1
85253	17	1
35421	17	1
45436	17	1
45437	17	1
34335	17	1
42566	17	1
42567	17	1
45431	17	1
45432	17	1
33587	17	1
33578	17	1
33192	17	1
33777	17	1
33776	17	1
93072	17	3
93071	17	3
41226	17	3
86931	17	3
86932	17	3
43871	17	3
42600	17	3
41275	17	3
34927	17	3
33029	17	2
34928	17	2
35513	17	2
42583	17	2
107025	17	2
107029	17	2
107028	17	2
34423	17	2
33085	17	2
33052	17	2
34427	17	2
42675	17	2
49151	17	1
44904	17	1
42677	17	1
103293	17	2
103294	17	2
49152	17	2
49153	17	2
33765	17	2
44793	17	2
44794	17	2
61423	17	2
83090	17	1
82763	18	1
82764	18	1
44805	18	1
44806	18	1
33028	18	1
77809	18	1
77810	18	1
44935	18	1
44936	18	1
34843	18	1
33770	18	1
34846	18	1
44943	18	1
44944	18	1
44941	18	1
41214	18	1
41215	18	1
42948	18	1
33773	18	1
33774	18	1
33936	18	1
34439	18	2
34440	18	2
44918	18	2
44919	18	2
44003	18	2
41285	18	2
33377	18	1
42853	18	1
49191	18	1
93057	18	1
42770	18	1
34751	18	1
34752	18	1
33568	18	1
40964	18	1
93225	18	1
35410	18	1
80247	18	1
33647	18	1
33652	18	1
33643	18	1
43986	18	1
116335	18	1
43902	18	1
34169	18	1
34168	18	1
116395	18	1
112667	18	1
115055	18	1
115057	18	1
35182	18	1
34104	18	1
34312	18	1
33756	18	1
46009	18	1
47727	18	1
47728	18	1
45995	18	1
46040	18	1
94407	18	1
94406	18	1
82408	18	1
82411	18	1
82412	18	1
89261	18	1
89264	18	1
89265	18	1
41692	18	1
41695	18	1
41696	18	1
47789	18	1
47790	18	1
41688	18	1
41684	18	1
41683	18	1
41677	18	1
35107	18	1
34043	18	1
35529	18	1
117135	18	1
113596	18	1
49800	18	1
41730	18	1
77194	18	1
77195	18	1
34077	18	1
35169	18	1
35170	18	1
41616	18	2
41613	18	1
41718	18	1
80393	18	1
80394	18	1
117133	18	1
115434	18	1
41712	18	1
41708	18	1
41690	18	1
41691	18	1
82414	18	1
82415	18	1
107040	18	1
107041	18	1
94410	18	1
107042	18	1
107043	18	1
46005	18	1
48406	18	1
45999	18	1
46000	18	1
47724	18	1
47725	18	1
46008	18	1
33757	18	1
34313	18	1
34103	18	1
35367	18	1
35183	18	1
50706	18	1
34755	18	1
34455	18	1
33644	18	1
33653	18	1
33649	18	1
34541	18	2
35186	18	2
89961	18	3
89962	18	3
44076	18	3
44077	18	3
33567	18	3
117379	18	2
117380	18	2
44053	18	2
44054	18	2
44055	18	2
34188	18	1
34773	18	1
34772	18	1
41467	18	1
85326	18	1
107020	18	1
107021	18	1
33929	18	1
107027	18	1
107028	19	1
34431	19	1
103291	19	2
34421	19	2
34427	19	1
42675	19	1
103293	19	1
103294	19	1
49152	19	1
49154	19	1
49151	19	1
44904	19	1
42676	19	1
34430	19	1
43214	19	2
44910	19	3
44911	19	3
61149	19	3
34770	19	3
34771	19	3
117273	19	2
117275	19	4
