33722	0	2
35106	0	2
46015	0	2
46016	0	2
34454	0	2
34468	0	1
34467	0	1
85222	0	1
85223	0	1
33925	0	1
33154	0	1
35113	0	1
34191	0	1
41462	0	1
117274	0	1
117275	0	1
94170	0	1
117366	0	1
35087	0	1
34189	0	1
35088	0	1
35077	0	1
33568	0	1
40964	0	1
93225	0	1
35410	0	1
80247	0	1
33647	0	1
33652	0	2
33643	0	2
43986	0	2
116335	0	1
43902	0	1
115126	0	1
115123	0	1
42561	0	1
41023	0	1
34088	0	1
115272	0	1
41065	0	1
115119	0	1
117374	0	1
117375	0	1
115269	0	1
42559	0	1
41091	0	1
115298	0	1
115302	0	1
42557	0	1
33788	0	1
47336	0	1
40988	0	1
33201	0	1
40971	0	1
40977	0	1
77220	0	1
41025	0	1
84986	0	1
105193	0	1
105194	0	1
85321	0	1
41241	0	1
61936	0	1
34574	0	1
83893	0	1
83894	0	1
98386	0	1
98387	0	1
33937	0	1
35187	0	2
44022	0	2
41240	0	2
85194	0	2
85195	0	2
47157	0	2
82568	0	2
82566	0	2
82567	0	2
42767	0	2
47575	0	2
47576	0	2
47579	0	2
42769	0	1
35146	0	1
46144	0	1
46145	0	1
107745	0	1
45451	0	1
107742	0	1
47083	0	1
33030	0	1
35003	0	1
35067	0	1
46152	0	1
34974	0	1
49157	0	1
78780	0	1
116150	0	1
78455	0	1
78454	0	1
33631	0	1
97909	0	1
97910	0	1
42738	0	1
89947	0	1
112538	0	1
95720	0	1
33639	0	1
33638	0	1
116334	0	1
115053	0	1
35182	0	1
34104	0	1
34312	0	1
33756	0	1
46009	0	1
47727	0	1
47728	0	1
45995	0	1
46040	0	1
94407	0	1
94406	0	1
82408	0	1
82411	0	1
82412	0	1
89261	0	1
89264	0	1
89265	0	1
41692	0	1
41695	0	1
41697	0	1
41705	0	1
41710	0	1
48212	0	1
97522	0	1
42622	0	1
42623	0	1
102196	0	1
102199	0	1
33269	0	1
102450	0	1
102451	0	1
88863	0	1
52436	0	1
104859	0	1
43223	1	1
41693	1	1
41694	1	1
41698	1	1
41695	1	1
41696	1	1
47789	1	1
47790	1	1
41607	1	1
41771	1	1
112541	1	1
112542	1	1
43396	19	1
49945	19	1
38001	19	1
41827	19	1
41824	19	1
68342	19	1
68343	19	1
115243	19	1
38058	19	1
74750	19	1
74751	19	1
68345	19	1
110597	19	1
43999	19	1
100885	19	1
104966	19	1
104967	19	1
104968	19	1
107757	19	1
43321	19	1
90078	19	1
107732	19	1
107733	19	1
36985	19	1
36676	19	1
36666	19	1
38291	19	1
36216	19	1
36217	19	1
39462	19	1
36990	19	1
36993	19	1
36994	19	1
69019	20	1
69020	20	1
41499	20	2
41500	20	2
35651	20	2
35647	20	2
46644	20	2
46645	20	1
69034	20	1
69035	20	1
46629	20	1
69032	20	1
69033	20	1
108947	20	1
69045	20	1
35649	20	1
48304	20	1
48306	20	1
46641	20	1
46642	20	1
45670	20	1
69041	20	1
69042	20	1
35631	20	1
41526	20	1
45684	20	1
46281	20	1
41532	20	1
37360	20	1
35761	20	1
37361	20	1
35738	20	1
46616	20	1
69008	20	1
69009	20	1
41529	20	1
45683	20	1
46634	20	1
46635	20	1
46631	20	1
46637	20	1
46638	20	1
46623	20	1
46621	20	1
46619	20	1
46620	20	1
46618	20	1
35739	20	1
39162	20	1
116156	20	1
114371	20	1
105956	20	2
105957	20	2
105954	20	2
37764	20	2
37249	20	2
37251	20	2
37248	20	1
37767	20	1
106805	20	1
