5624	0	2
386	0	2
114205	0	2
114206	0	2
43450	0	2
48979	0	2
48980	0	2
114207	0	2
114208	0	2
77507	0	2
77508	0	2
34333	0	2
34102	0	1
35367	0	1
35183	0	1
50706	0	1
34755	0	1
34455	0	1
33644	0	1
33653	0	1
33649	1	1
34541	1	1
35186	1	1
89961	1	1
89962	1	1
44076	1	1
44077	1	1
33567	1	1
117379	1	1
117380	1	1
44053	1	1
44054	1	1
44055	1	1
117371	1	1
44913	1	1
35115	1	1
33081	1	1
85212	1	1
114230	1	1
85213	1	1
85215	1	1
85216	1	1
50551	1	1
44795	1	1
43221	1	1
43220	1	1
42518	1	1
42517	1	1
85205	1	1
85206	1	1
34094	1	1
33157	1	1
49150	1	1
49151	1	1
44904	1	1
42676	1	1
34425	1	1
33087	1	1
33085	1	1
34424	1	1
96995	1	1
96992	1	1
47415	1	1
35389	2	1
33246	2	1
33903	2	1
33904	2	1
33250	2	2
33251	2	2
44605	2	2
35273	2	2
33900	2	2
35399	2	2
35318	2	2
34869	2	2
35101	2	2
34238	2	2
34237	2	2
34236	2	1
34786	2	1
34787	2	1
33730	2	1
33737	2	1
33738	2	1
33053	2	1
33154	2	1
35113	2	1
34191	2	1
41462	2	1
117274	2	1
117275	2	1
94170	2	1
117366	2	1
35087	2	1
34189	2	1
35088	2	1
35077	2	1
33568	2	1
34749	2	1
34748	2	1
82565	2	2
47575	2	3
47576	2	3
47579	2	3
42768	2	3
33668	2	3
34204	2	3
47079	2	3
47081	2	3
47078	2	3
45494	2	3
45495	2	3
43558	2	2
34205	2	2
43390	2	2
35093	2	2
35094	2	2
119369	2	2
119370	2	2
89944	2	2
89945	2	2
39894	2	2
33621	2	2
35436	2	2
35108	2	2
35109	2	2
83024	2	2
83025	2	2
83021	2	1
83022	2	1
44105	2	1
33612	2	1
33398	2	1
33399	2	1
12691	2	1
624	2	1
296	2	1
374	2	1
116563	2	1
313	2	1
727	2	1
367	2	1
366	2	1
10540	2	2
12930	2	1
12931	2	1
101345	2	1
101346	2	1
101342	2	1
190	2	1
66602	2	1
66603	2	1
15495	2	1
499	2	1
15500	2	1
15494	2	1
15493	2	1
300	2	1
723	2	1
12932	2	1
12934	2	1
12935	2	1
15454	2	2
15455	2	2
357	2	2
358	2	2
355	2	1
633	2	1
93759	2	1
93758	2	1
672	2	1
10577	2	1
13039	2	1
44032	2	1
69479	2	1
69480	2	1
117201	2	1
49165	2	1
49169	2	1
46173	2	1
43826	2	1
43827	2	1
43828	2	1
43486	2	1
43492	2	1
43497	2	1
43493	2	1
41281	2	1
47045	2	1
47046	2	1
83082	2	1
83083	2	1
43989	2	1
43990	2	1
33439	2	1
33116	2	1
33441	2	1
115918	2	1
61493	2	1
61494	2	1
47428	2	1
47434	2	1
35479	2	1
47437	2	1
33766	2	1
85201	2	1
85202	2	1
83106	2	1
83107	2	1
61142	2	1
61143	2	1
43224	2	1
40926	2	1
33763	2	1
34093	3	1
85207	3	1
85208	3	1
61167	3	1
42520	3	1
34627	3	1
33079	3	1
85212	3	1
114230	3	1
114231	3	1
33736	3	1
33734	3	1
33732	3	1
33532	3	1
47879	3	1
35316	3	1
34542	3	1
33899	3	1
33902	3	1
35274	3	1
40934	3	1
40935	3	1
43265	3	1
50666	3	1
35472	3	1
34505	3	1
34500	3	1
34499	3	1
33887	3	1
33884	3	1
43519	3	1
43520	3	1
33883	3	1
43229	3	1
43226	3	1
43523	3	1
43524	3	1
34809	3	1
33861	3	1
33863	3	1
33864	3	1
32945	3	1
80012	3	1
34600	3	1
34601	3	1
33858	3	2
34604	3	2
34603	3	2
34472	3	2
33033	3	2
34474	3	1
35259	3	1
35260	3	1
42704	3	1
34513	3	1
33876	3	1
34515	3	1
62312	3	1
92782	3	1
92783	3	1
62313	3	1
33250	3	1
33251	3	2
44605	3	2
35273	3	2
33900	3	2
35399	3	2
35318	3	2
47877	3	1
34786	3	1
34787	3	1
33730	3	2
33731	3	1
49243	3	1
49244	3	1
33588	3	1
33579	3	1
33720	3	1
89918	3	1
33341	3	1
33359	3	1
89912	3	1
89913	3	1
114226	3	1
114227	3	1
44102	3	1
44103	3	1
89932	3	1
89935	3	1
89936	3	1
33352	3	1
33344	3	1
89922	3	1
89923	3	1
33562	3	1
33714	3	1
33713	3	1
33123	3	1
33124	3	1
35104	3	1
34681	3	1
34682	3	1
33126	3	1
77406	3	1
77407	3	1
63396	3	1
42927	3	1
34124	3	1
34133	3	1
69805	3	1
69806	3	1
79311	3	1
79293	4	1
35336	4	1
94678	4	1
47051	4	1
42818	4	1
42819	4	1
35320	4	1
119391	4	1
119392	4	1
69626	4	1
78045	4	1
78046	4	1
48531	4	1
48529	4	1
116399	4	1
116398	4	1
112863	4	1
112864	4	1
33405	4	1
33703	4	1
34035	4	1
34036	4	1
46488	4	1
34871	6	1
112312	6	1
34819	6	1
34817	6	1
32946	6	1
34628	6	1
44399	6	1
62318	6	1
35355	6	1
35349	6	1
35350	6	1
44398	6	1
48169	6	1
42880	6	1
42877	6	1
42874	6	1
42871	6	1
112299	6	1
112300	6	1
40883	6	1
40884	6	1
62316	6	1
41202	13	1
35526	13	1
34463	13	1
34469	13	1
34467	13	1
85222	13	1
85223	13	1
33925	13	1
33154	13	3
35113	13	3
35115	13	2
33081	13	2
85212	13	2
114230	13	2
114231	13	2
33736	13	2
33734	13	2
33732	13	2
33532	13	2
47879	13	2
35316	13	2
34542	13	2
33899	13	2
35397	13	2
82335	13	2
35389	13	2
33246	13	2
33903	13	2
44423	13	2
34519	13	2
33877	13	2
34520	13	3
103351	13	3
103352	13	3
103348	13	3
35258	13	3
46810	13	3
46811	13	3
46814	13	2
40912	13	2
92791	13	1
76986	13	1
48179	13	1
48174	13	1
